chr1:3425974-3426242	chr1:68050553-68050790	chr1:204257416-204257780	chr1:242056982-242057313	chr2:214011-214245	chr2:53859639-53860129	chr2:87825666-87825915	chr2:107544245-107544456	chr4:5568408-5568624	chr4:88697613-88697903	chr4:150582859-150583933	chr4:185638877-185639207	chr5:1277352-1277598	chr5:1339547-1339967	chr5:1416677-1416889	chr5:28809293-28810413	chr5:179257325-179257658	chr5:179559512-179559998	chr6:27871920-27872291	chr6:134176398-134176618	chr6:155218841-155219059	chr6:167719954-167720212	chr6:168535772-168535984	chr6:170275003-170275219	chr7:376426-376627	chr7:635932-636458	chr7:2020272-2020496	chr7:10779678-10780083	chr7:23490815-23491071	chr7:64192252-64192584	chr7:157594361-157594630	chr7:157784993-157785250	chr8:1026015-1026416	chr8:8963256-8963602	chr8:11613505-11613740	chr8:22010221-22010693	chr8:22056764-22057014	chr8:132129318-132129569	chr8:143379802-143380091	chr8:144270459-144270724	chr9:13323113-13323351	chr9:95313136-95313459	chr9:133701451-133701774	chr9:134049340-134049554	chr9:137217297-137217540	chr10:413752-414118	chr10:479779-480101	chr10:104268766-104269289	chr10:132924714-132925200	chr11:32437876-32438332	chr11:47378237-47378455	chr11:48968624-48968933	chr11:64085331-64085610	chr11:95150171-95150401	chr11:117481976-117482246	chr11:128451766-128452000	chr12:111037149-111037438	chr12:124387589-124387873	chr13:52195421-52195743	chr13:112036871-112037219	chr13:113023313-113023522	chr14:101442444-101442685	chr15:26628950-26629381	chr15:52794432-52794661	chr15:52795014-52795291	chr16:1027527-1027772	chr16:2036419-2036891	chr16:4680261-4680486	chr16:19183561-19183887	chr16:28740761-28741011	chr16:49638532-49638814	chr16:59754888-59755168	chr16:72787241-72787693	chr16:85948046-85948359	chr16:88103639-88103992	chr17:78450564-78450788	chr17:79942885-79943117	chr18:10589152-10589389	chr18:37336749-37336952	chr18:50268080-50268626	chr18:78313274-78313558	chr18:80147414-80147683	chr19:3387965-3388205	chr19:40623942-40624207	chr19:42199452-42199824	chr19:45677962-45678197	chr19:51887588-51888115	chr20:19974892-19975390	chr20:20452461-20452685	chr20:43513918-43514127	chr20:43514570-43514951	chr21:41756502-41756734	chr21:42106460-42106707	chr21:45984194-45984398	chr22:11598866-11599125	chr22:46439087-46439388	chr22:48646559-48646820	chr22:49102438-49102653	chrX:663882-664104	chrX:30247055-30247438	chrX:34131147-34131369
Lnuclei.pool83.S14.J.GACGAG	NA	NA	NA	NA	NA	0	NA	NA	NA	1	0.135416666666667	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	1	0.777777777777778	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.5	NA	NA	NA	NA	0	NA	NA	NA	1	1	0	NA	NA	1	NA	NA	0	0	NA	NA	NA	0	0.971014492753623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	0	0	NA	1	NA	NA	NA	NA	NA	0.833333333333333	NA	NA	NA	NA	NA	NA
Lnuclei.pool83.S14.K.AAGGTC	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.5	0.384615384615385	NA	0	0	NA	NA	NA	NA	NA	0.755555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0526315789473684	NA	NA	NA	NA	NA	NA	0.884615384615385	NA	1	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	0.888888888888889	0	0.625	0.714285714285714	1	1	NA	0.5	NA	1	NA	0	NA	NA	NA	0.3	1	NA	NA	NA	NA	1	1	NA	NA	NA	0.8	0	NA	NA	NA	NA	NA
Lnuclei.pool83.S14.L.TGTAGC	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.7	NA	NA	NA	NA	1	NA	NA	NA	NA	0.956521739130435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0714285714285714	NA	NA	NA	NA	NA	NA	0.25	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
Lnuclei.pool83.S14.M.TTGGCA	NA	NA	0.947368421052632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.923076923076923	NA	NA	NA	1	0	NA	NA	NA	0	1	NA	NA	0.818181818181818	NA	1	1	NA	0.583333333333333	0	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	0.461538461538462	NA	NA	NA	0.0526315789473684	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	1	NA	NA	1	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	0.642857142857143	1	NA	NA	1
Lnuclei.pool83.S14.N.CTACTG	NA	NA	1	0.454545454545455	NA	NA	NA	NA	NA	NA	0.285714285714286	NA	NA	0	1	0.958333333333333	NA	NA	NA	NA	0.9	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	0	NA	0.125	1	NA	NA	1	0.909090909090909	0.777777777777778	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	0	NA	NA	NA	NA	NA	0.857142857142857	1	0.666666666666667	0	NA	NA	NA	NA	NA	NA	NA	0.727272727272727	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	0.8	NA	1	NA	NA	NA	NA	NA	NA
Lnuclei.pool83.S14.O.CATATG	NA	NA	NA	NA	NA	NA	0.9375	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lnuclei.pool83.S14.P.GTATAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	0.857142857142857	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.0714285714285714	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	0	1	1	NA	NA	NA	0.230769230769231	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.571428571428571	1	0.8	1	NA	NA	NA
Lnuclei.pool83.S14.Q.ACCTTC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.970588235294118	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	NA	NA	NA	NA	1	0	NA	NA	1	NA	0.0666666666666667	NA	0	NA	NA	1	0.857142857142857	NA	1	0	0.888888888888889	1	1	0.75	0	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA
Lnuclei.pool83.S14.R.CTTCCA	0.8	NA	NA	0.833333333333333	NA	0	1	NA	1	NA	1	NA	1	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.25	0.947368421052632	0	1	0.1	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	0	NA	NA	0.916666666666667	NA	NA	NA	0.888888888888889	0	1	NA	NA	0	NA	NA	1	NA	0	NA	NA	0.777777777777778	0.818181818181818	NA	0.125	NA	NA	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lnuclei.pool83.S14.S.CGAATG	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	0.25	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.909090909090909	1	NA	NA	0.692307692307692	0.25	NA	NA	NA	1	NA	0	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.923076923076923	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.8125	NA	0.2	1	NA	NA	NA	0.75	NA	NA	NA	NA	NA	0	0.666666666666667	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
Lnuclei.pool83.S14.T.AGCATC	1	0	NA	0.9	NA	0.0714285714285714	NA	NA	NA	NA	0.482142857142857	NA	NA	NA	1	0.857142857142857	1	0	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	0	1	NA	NA	NA	NA	NA	1	0	1	NA	0.916666666666667	NA	NA	NA	0.666666666666667	0.0769230769230769	1	0.888888888888889	NA	NA	1	0.822222222222222	NA	NA	0	NA	1	NA	NA	1	NA	NA	0	NA	NA	NA	0.866666666666667	0.7	NA	NA	NA	NA	NA	NA	0.857142857142857	0.166666666666667	NA	NA	NA	1	NA	0	NA	NA	NA	0	NA	1	NA	NA	0.857142857142857	0.888888888888889	NA	NA	NA	NA	NA
Lnuclei.pool83.S14.U.TACCGA	1	NA	NA	NA	NA	NA	NA	0.545454545454545	0.727272727272727	0.875	0	NA	NA	NA	1	1	0.875	0	NA	NA	0.833333333333333	1	NA	0.923076923076923	NA	NA	NA	NA	NA	1	NA	NA	NA	0	1	0	NA	NA	1	0	0.777777777777778	NA	NA	NA	NA	1	NA	0	0.5	NA	1	0.857142857142857	0	NA	NA	1	NA	NA	0.666666666666667	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.875	NA	1	NA	1	NA	NA	1	NA	NA
Lnuclei.pool83.S14.V.CAAGGA	0.785714285714286	1	NA	NA	NA	1	NA	0.90625	NA	1	0.444444444444444	1	1	NA	1	0.956989247311828	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	NA	1	NA	1	0	1	1	NA	1	NA	NA	NA	0.641025641025641	NA	NA	NA	NA	NA	1	1	0	1	NA	NA	NA	0.955555555555555	1	1	1	1	NA	1	0.888888888888889	1	NA	NA	NA	NA	NA	0.75	NA	NA	NA	1	1	0.981481481481482	1	NA	1	0.666666666666667	1	NA	1	0.5	0.91304347826087	1	NA	0.802631578947368	1	1	0.576923076923077	NA	1	1	1	0.5	NA	NA	0	NA	NA	0.92156862745098
Lnuclei.pool83.S14.X.CCGTAA	NA	0	NA	1	NA	0	0	0.569444444444445	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	1	NA	NA	NA	0.875	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	1	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0.818181818181818	0	NA	0.727272727272727	NA	NA	NA	0.592592592592593	NA	NA	0.759803921568627	NA	NA	NA	NA	NA	0	NA	NA	NA	NA
Lnuclei.pool83.S14.Y.ATAGAC	NA	1	1	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA	1	0.888888888888889	0.846153846153846	NA	0	0.947368421052632	0.833333333333333	0.733333333333333	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.909090909090909	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	1	NA	NA	0.777777777777778	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	0	NA	0	NA	1	NA	0.375	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	1	NA
Lnuclei.pool83.S14.Z.AGGTCT	1	NA	0.833333333333333	0.333333333333333	NA	0	NA	NA	NA	NA	0.0526315789473684	NA	NA	0	NA	0.75	0.909090909090909	NA	NA	NA	NA	NA	0.75	NA	NA	NA	1	NA	NA	0.888888888888889	0.833333333333333	NA	NA	0	NA	NA	1	0.6	NA	NA	NA	NA	NA	NA	NA	1	1	NA	0.8125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.0526315789473684	NA	NA	NA	NA	0.583333333333333	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA
Lnuclei.pool84.S15.A.TAGCTT	1	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	0	NA	NA	NA	1	NA	NA	NA	0.875	1	NA	NA	0	0.916666666666667	NA	NA	NA	NA	0	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.894736842105263	NA	NA	NA	0.857142857142857	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.972222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	0.0526315789473684	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	0.75	NA	NA	NA
Lnuclei.pool84.S15.AA.GGAATG	NA	NA	NA	NA	NA	0.411764705882353	NA	NA	NA	NA	0.181818181818182	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.9375	NA	NA	0.975	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.846153846153846	NA	0	0.666666666666667	NA	NA	0.714285714285714	NA	NA	NA	0	NA	NA	0.2	NA	NA	NA	NA	NA	1	0.6	NA	1	NA	NA	NA	NA	NA	NA
Lnuclei.pool84.S15.B.ACTTGA	NA	0	NA	NA	0.916666666666667	0	NA	NA	NA	0	0.75	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	1	0	NA	0	1	NA	1	1	NA	0.887096774193548	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA	NA	NA	1	NA	NA	NA	1	1	NA	0.5	NA	0	NA	0.857142857142857	NA	NA	1	NA	NA	NA	NA	0	NA	NA	0.818181818181818	NA	NA	NA	NA	NA	NA	NA	NA
Lnuclei.pool84.S15.BB.GCTTCA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	0.5	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.857142857142857	NA	NA	NA	NA	0.888888888888889	NA	NA	NA	0	NA	NA	NA	NA	NA	0	0.714285714285714	NA	NA	NA	1	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.888888888888889	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0.933333333333333	NA	NA	NA	NA	1	0.875
Lnuclei.pool84.S15.C.GCCAAT	NA	NA	0.888888888888889	NA	NA	NA	NA	0.833333333333333	NA	NA	0.125	1	NA	0	NA	0.869565217391304	NA	0	NA	NA	NA	NA	NA	NA	NA	0.941176470588235	NA	0.727272727272727	NA	0.928571428571429	1	NA	NA	NA	1	0	NA	NA	NA	0	0.923076923076923	NA	1	NA	NA	1	1	0.736842105263158	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	1	NA	NA	NA	0.8	NA	NA	0.857142857142857	NA	NA	NA	NA	0.916666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA
Lnuclei.pool84.S15.CC.TCCTAT	NA	NA	0.8	NA	NA	NA	1	NA	NA	NA	0.9	NA	NA	0	NA	0.916666666666667	NA	0	NA	NA	0.787878787878788	NA	NA	NA	NA	1	NA	NA	NA	1	0.846153846153846	0.888888888888889	NA	0	NA	NA	NA	NA	NA	0	NA	NA	1	0	1	1	1	NA	NA	0.125	1	0.909090909090909	0	0.125	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	0	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	1	1	NA	NA	0.857142857142857	0.9375	0.428571428571429	0.777777777777778	NA	NA	NA
Lnuclei.pool84.S15.D.CGATGT	NA	NA	NA	NA	0.857142857142857	NA	NA	NA	NA	NA	1	1	NA	NA	NA	0.896551724137931	NA	NA	NA	0	1	1	NA	0.923076923076923	NA	0.911111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.833333333333333	NA	NA	NA	NA	NA	NA	0.833333333333333	NA	0.0909090909090909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	NA	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.923076923076923	NA	NA	NA	NA	NA	NA	0.5	0.538461538461538	NA	0	0.833333333333333	NA	NA	NA	NA	NA	0.8	0.909090909090909	NA	NA	NA	NA
Lnuclei.pool84.S15.DD.TAAGGC	NA	1	1	0.428571428571429	0.954545454545455	NA	1	NA	NA	NA	NA	NA	1	0.166666666666667	NA	0.857142857142857	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0.875	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0.923076923076923	NA	NA	0.571428571428571	0.125	NA	0.84375	NA	NA	NA	NA	NA	NA	1	0	NA	NA	1	0	0.0588235294117647	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.6	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	0.625	NA	NA	NA	1	NA	1
Lnuclei.pool84.S15.EE.AACCTG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.666666666666667	NA	NA	NA	NA	NA	0.857142857142857	NA	NA	NA	NA	NA	NA	NA	0.75	NA	1	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.769230769230769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.833333333333333	NA	NA	NA	1
Lnuclei.pool84.S15.F.ATCACG	NA	NA	NA	NA	0.925	NA	NA	0.583333333333333	NA	NA	0.739130434782609	NA	NA	NA	NA	0.9375	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	1	NA	NA	NA	0	NA	1	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	0.676470588235294	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lnuclei.pool84.S15.FF.TTCCCG	NA	NA	0.5	0.916666666666667	NA	NA	NA	0.777777777777778	0.5	NA	0	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	0	1	NA	NA	NA	0.9	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	1	1	NA	0.846153846153846	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	0.714285714285714	1	0.984375	NA	NA	0.857142857142857	0	NA	0.8	1	NA	NA	NA	0.523809523809524	0.875	0	NA	0	1	NA	0	0	NA	NA	0.923076923076923	NA	NA	NA	0.909090909090909	NA	NA	1	NA	0.875	NA
Lnuclei.pool84.S15.G.TGACCA	NA	NA	0.857142857142857	0.923076923076923	NA	NA	NA	NA	NA	NA	0.928571428571429	NA	NA	0.875	NA	NA	NA	NA	NA	NA	NA	NA	0.571428571428571	NA	NA	1	NA	0.972727272727273	0.125	NA	1	1	NA	NA	NA	NA	NA	NA	NA	0.833333333333333	NA	1	NA	NA	NA	1	NA	0	NA	0	NA	0.931818181818182	NA	NA	NA	0.5	0.142857142857143	NA	NA	NA	NA	NA	0.928571428571429	NA	NA	NA	1	NA	1	NA	NA	NA	0.285714285714286	NA	NA	NA	1	NA	NA	NA	NA	NA	1	0.857142857142857	0	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	1	1	1	NA
Lnuclei.pool84.S15.GG.GATCAT	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.205128205128205	NA	NA	NA	0.75	0.970588235294118	NA	NA	NA	NA	NA	NA	NA	NA	0.625	NA	NA	NA	NA	NA	NA	0.833333333333333	NA	NA	NA	NA	0.875	NA	NA	NA	NA	NA	NA	0.4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0769230769230769	0	NA	NA	NA	0.0909090909090909	NA	NA	1	NA	1	1	NA	NA	NA	0.818181818181818	NA	NA	NA	NA
Lnuclei.pool84.S15.H.CAGATC	NA	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.923076923076923	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0.928571428571429	0.0588235294117647	NA	0	NA	NA	1	0.666666666666667	NA	NA	1	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	1	1	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.125	NA	1	1	NA	NA	NA	NA	1	0	NA	NA	0	NA	NA	0.777777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.875	NA
Lnuclei.pool84.S15.HH.GCACTT	1	NA	0.941176470588235	0.571428571428571	NA	NA	1	NA	1	0.0869565217391304	NA	NA	NA	NA	0.5	NA	0.928571428571429	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.142857142857143	1	NA	NA	NA	NA	NA	1	NA	0	1	NA	NA	0	NA	NA	NA	NA	NA	NA	0.181818181818182	NA	NA	NA	0.222222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	0.25	NA	1	NA	NA	NA	0.714285714285714	NA	NA	NA	NA	NA	1	NA	NA
Lnuclei.pool84.S15.I.CTTGTA	NA	NA	NA	NA	NA	NA	1	1	0.666666666666667	NA	0.1	NA	0.933333333333333	0	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	0.888888888888889	1	NA	0	0.888888888888889	NA	0.8	0.0769230769230769	NA	NA	NA	NA	NA	0	0.933333333333333	NA	NA	NA	NA	NA	NA	1	0.75	NA	NA	NA	0.0357142857142857	NA	0.785714285714286	NA	1	NA	NA	NA	NA	0.777777777777778	1	1	NA	NA	NA	0	0.05	NA	NA	NA	NA	1	1	0	0.9375	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
Lnuclei.pool84.S15.J.GACGAG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.923076923076923	0.222222222222222	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0769230769230769	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.947368421052632	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.125	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lnuclei.pool84.S15.K.AAGGTC	1	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.727272727272727	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	0	0	NA	NA	NA	0.666666666666667	NA	0.875	NA	NA	NA	NA	NA	0.142857142857143	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	1
Lnuclei.pool84.S15.L.TGTAGC	NA	NA	NA	0.818181818181818	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.8	NA	0.785714285714286	0	NA	NA	0.833333333333333	0.75	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.7	0	0	NA	NA	1	NA	0.75	NA	NA	NA	NA	NA	1	NA	NA	0.928571428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.666666666666667	NA	NA	NA	NA	NA
Lnuclei.pool84.S15.M.TTGGCA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.842592592592593	1	NA	NA	NA	0.777777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.722222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.5	NA	1	NA	NA	NA	1	NA	0	0.909090909090909	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.647058823529412	NA	NA	0.625	NA	NA	NA
